number,html_url,title,user,original labels,state,created_at,added labels,priority low-high
2416,https://github.com/CSSEGISandData/COVID-19/issues/2416,Nevada US confirmed cases has dropped!,https://github.com/mbahram,[],open,2020-04-28 04:00:05+00:00,data issue,
2415,https://github.com/CSSEGISandData/COVID-19/issues/2415,Missing data for Colombia on April 18th.,https://github.com/sergioroa,[],open,2020-04-28 00:27:29+00:00,data issue,
2412,https://github.com/CSSEGISandData/COVID-19/issues/2412,"Any Ideas why NY Hospitalizations Stuck at 57,103 for A Week Now?",https://github.com/DinsdalePiranha85,[],open,2020-04-27 17:57:42+00:00,"data issue, question",
2411,https://github.com/CSSEGISandData/COVID-19/issues/2411,"Confirmed timeseries decreasing for Williamsburg, VA",https://github.com/deepyaman,[],open,2020-04-27 15:29:18+00:00,data issue,
2410,https://github.com/CSSEGISandData/COVID-19/pull/2410,Fixed typo,https://github.com/adityagandhamal,[],open,2020-04-27 15:18:50+00:00,user creation,
2409,https://github.com/CSSEGISandData/COVID-19/issues/2409,Colombia wrong data 18/04/2020,https://github.com/CriMartinez,[],open,2020-04-27 14:51:09+00:00,data issue,
2408,https://github.com/CSSEGISandData/COVID-19/issues/2408,"Data at county level for some of the counties is missing like kings county (Kings, California, US).Kings county is one of the most affected counties from covid-19 but the confirmed cases as per this repo is 0 for this county. Can anyone help ??? Thanks!!!",https://github.com/akshayjain777,[],open,2020-04-27 14:49:36+00:00,data issue,
2406,https://github.com/CSSEGISandData/COVID-19/issues/2406,Australia Daily Case data from 04-19-20 to 04-22-20 is not updated,https://github.com/zhengguotong,[],open,2020-04-27 10:16:11+00:00,data issue,
2404,https://github.com/CSSEGISandData/COVID-19/pull/2404,Resolved Issue #2233: Add missing data for Connecticut counties for 4/8/2020,https://github.com/caitlinselca,[],open,2020-04-27 03:26:42+00:00,user creation,
2401,https://github.com/CSSEGISandData/COVID-19/issues/2401,Data for Georgia does not match Dept of Health Data,https://github.com/ko7e,[],open,2020-04-27 02:53:03+00:00,data issue,
2400,https://github.com/CSSEGISandData/COVID-19/pull/2400,fixed Maine confirmed cases on 4-25-2020,https://github.com/MichelleLucero,[],open,2020-04-26 21:53:08+00:00,user creation,
2397,https://github.com/CSSEGISandData/COVID-19/issues/2397,NYC Hospitalizations COVID-19/csse_covid_19_data/csse_covid_19_daily_reports_us/04-25-2020.csv,https://github.com/fishjumping,[],open,2020-04-26 13:12:48+00:00,data issue,
2395,https://github.com/CSSEGISandData/COVID-19/issues/2395,Does anyone pay attention to these error complaints?,https://github.com/syl1010,[],open,2020-04-26 11:55:45+00:00,complaints about JHU,
2394,https://github.com/CSSEGISandData/COVID-19/issues/2394,Recovered' found as a Province/State in Canada,https://github.com/marypwchin,[],open,2020-04-26 06:20:57+00:00,"data issue, duplicate",
2393,https://github.com/CSSEGISandData/COVID-19/issues/2393,Missing Maine Confirmed Cases on 4/25/2020,https://github.com/jscloutier,[],open,2020-04-26 04:45:38+00:00,data issue,
2389,https://github.com/CSSEGISandData/COVID-19/issues/2389,I use Johns Hopkins data for …,https://github.com/rahmatiangit,[],open,2020-04-25 23:18:23+00:00,question,
2387,https://github.com/CSSEGISandData/COVID-19/pull/2387,Update 03-22-2020.csv,https://github.com/sanamuazzam,[],open,2020-04-25 20:14:27+00:00,,
2386,https://github.com/CSSEGISandData/COVID-19/pull/2386,Update 03-13-2020.csv,https://github.com/sanamuazzam,[],open,2020-04-25 20:07:56+00:00,,
2385,https://github.com/CSSEGISandData/COVID-19/issues/2385,Utah Counties --(or areas)  Southwest Utah and just Southwest ---- is there a difference?,https://github.com/d76d30dbl,[],open,2020-04-25 19:20:23+00:00,"question, data issue",
2384,https://github.com/CSSEGISandData/COVID-19/pull/2384,Update override.csv,https://github.com/Monyshot,[],open,2020-04-25 18:45:05+00:00,,
2383,https://github.com/CSSEGISandData/COVID-19/issues/2383,"downloading data on the county ""status report"" sheets",https://github.com/PaulMaloneyCT,[],open,2020-04-25 18:40:49+00:00,question,
2382,https://github.com/CSSEGISandData/COVID-19/issues/2382,Washington state data on a different schedule than other states csse_covid_19_daily_reports,https://github.com/gtsherman,[],open,2020-04-25 16:20:22+00:00,"duplicate, data issue",
2380,https://github.com/CSSEGISandData/COVID-19/issues/2380,NYC  COVID data for 4/23 looks incorrect,https://github.com/MNRKCM,[],open,2020-04-25 14:16:49+00:00,"question, should be closed",
2379,https://github.com/CSSEGISandData/COVID-19/issues/2379,"Calculated Day 51 Negative evolution  : Confirmed	,Deaths	,Recovered	",https://github.com/mendes-jom,[],open,2020-04-25 12:51:38+00:00,data issue,
2378,https://github.com/CSSEGISandData/COVID-19/pull/2378,automated JHU COVID-19,https://github.com/frank888,[],open,2020-04-25 12:06:02+00:00,,
2376,https://github.com/CSSEGISandData/COVID-19/pull/2376,Merge pull request #1 from CSSEGISandData/master,https://github.com/dlukose,[],open,2020-04-25 10:54:58+00:00,,
2372,https://github.com/CSSEGISandData/COVID-19/issues/2372,Issue templates,https://github.com/cancerousname69,[],open,2020-04-25 06:15:22+00:00,user enhancement,
2367,https://github.com/CSSEGISandData/COVID-19/issues/2367,error in Belgium recovered on 3/20/20,https://github.com/guckmal,[],open,2020-04-24 21:43:13+00:00,data issue,
2366,https://github.com/CSSEGISandData/COVID-19/issues/2366,error in Austrian recovered on 3/17/20,https://github.com/guckmal,[],open,2020-04-24 21:40:01+00:00,data issue,
2364,https://github.com/CSSEGISandData/COVID-19/issues/2364,Number of recovered cases,https://github.com/laurahel,[],open,2020-04-24 18:25:29+00:00,question,
2363,https://github.com/CSSEGISandData/COVID-19/issues/2363,Incorrect Date in Daily Files for April 23,https://github.com/rkellyuc,[],open,2020-04-24 16:40:47+00:00,data issue,
2361,https://github.com/CSSEGISandData/COVID-19/issues/2361,Most timestamps in csse_covid_19_daily_reports/04-23-2020.csv file are associated with 4-24 instead of 4-23,https://github.com/eskirk,[],open,2020-04-24 15:45:07+00:00,data issue,
2360,https://github.com/CSSEGISandData/COVID-19/issues/2360,Extremely large jump in cases in France from 2020-04-11 to 2020-04-12,https://github.com/jeanpaulrsoucy,[],open,2020-04-24 15:10:53+00:00,"duplicate, data issue, complaints about JHU",
2357,https://github.com/CSSEGISandData/COVID-19/issues/2357,US NY Counties - 17 counties reported less infections on 04-23-2020.csv than previous day,https://github.com/rahmatiangit,[],open,2020-04-24 06:03:44+00:00,data issue,
2355,https://github.com/CSSEGISandData/COVID-19/issues/2355,Wrong Date for Daily Report,https://github.com/DavidViral,[],open,2020-04-24 04:34:19+00:00,data issue,
2353,https://github.com/CSSEGISandData/COVID-19/issues/2353,Missing data in time_series_covid19_deaths_US.csv,https://github.com/rkuhnhenn,[],open,2020-04-24 03:42:59+00:00,data issue,
2351,https://github.com/CSSEGISandData/COVID-19/issues/2351,Mismatch in number of rows,https://github.com/sgunthe,[],open,2020-04-24 02:05:36+00:00,data issue,
2350,https://github.com/CSSEGISandData/COVID-19/issues/2350,Issues with the recovered data for Brazil,https://github.com/laurahel,[],open,2020-04-24 01:40:47+00:00,data issue,
2348,https://github.com/CSSEGISandData/COVID-19/issues/2348,Missing numbers for counties in 3 US states,https://github.com/prichterich,[],open,2020-04-23 20:20:04+00:00,data issue,
2347,https://github.com/CSSEGISandData/COVID-19/issues/2347,Georgia new cases far from GA Dept of Public Health,https://github.com/gbrayjr,[],open,2020-04-23 18:03:14+00:00,data issue,
2346,https://github.com/CSSEGISandData/COVID-19/pull/2346,corrected # of recovered cases in Italy,https://github.com/ElijahCano33,[],open,2020-04-23 17:41:47+00:00,,
2344,https://github.com/CSSEGISandData/COVID-19/issues/2344,How to reconcile decreases in cumulative cases and deaths?,https://github.com/ackontor,[],open,2020-04-23 15:22:38+00:00,question,
2339,https://github.com/CSSEGISandData/COVID-19/issues/2339,"Number of recovered cases in all US counties are 0, and do not match with the state gov websites.",https://github.com/anannyanath7,[],open,2020-04-23 01:18:33+00:00,data issue,
2337,https://github.com/CSSEGISandData/COVID-19/issues/2337,WA Cases Decreased in 4/22 Report,https://github.com/ei-JoanneT,[],open,2020-04-23 00:52:05+00:00,data issue,
2336,https://github.com/CSSEGISandData/COVID-19/issues/2336,Corrupt data France 22th  lower than 21th,https://github.com/mendes-jom,[],open,2020-04-23 00:19:09+00:00,"data issue, duplicate",
2335,https://github.com/CSSEGISandData/COVID-19/issues/2335,Corrupt Data,https://github.com/tsastro,[],open,2020-04-22 23:49:08+00:00,data issue,
2334,https://github.com/CSSEGISandData/COVID-19/issues/2334,"""Recovered"" as shown is mathematically impossible.",https://github.com/apmail6,[],open,2020-04-22 23:09:48+00:00,data issue,
2333,https://github.com/CSSEGISandData/COVID-19/issues/2333,Why does Diamond Princess dataset conflict with Princess Cruises updates?,https://github.com/sbenderb,[],open,2020-04-22 22:09:13+00:00,"data issue, question",
2332,https://github.com/CSSEGISandData/COVID-19/issues/2332,Country Change,https://github.com/yungfarz,[],open,2020-04-22 20:56:39+00:00,should be closed,
2331,https://github.com/CSSEGISandData/COVID-19/issues/2331,update the data please,https://github.com/yungfarz,[],open,2020-04-22 20:49:34+00:00,should be closed,
2330,https://github.com/CSSEGISandData/COVID-19/issues/2330,"FIPS Codes are a 5 digit character string, not an integer. When an integer, leading zeroes are dropped invalidating the code.",https://github.com/CQH,[],open,2020-04-22 18:36:03+00:00,should be closed,
2325,https://github.com/CSSEGISandData/COVID-19/issues/2325,US Daily Increase in Confirmed Cases is Off,https://github.com/therealcyberlord,[],open,2020-04-22 02:45:57+00:00,data issue,
2324,https://github.com/CSSEGISandData/COVID-19/issues/2324,Difference of Canada data between daily reports and time series,https://github.com/marvinsirait,[],open,2020-04-22 01:21:27+00:00,data issue,
2323,https://github.com/CSSEGISandData/COVID-19/issues/2323,"New States in the US Data -- Veteran Hospitals, US Military, Federal Bureau of Prisons",https://github.com/aaroncolesmith,[],open,2020-04-22 00:31:05+00:00,data issue,
2322,https://github.com/CSSEGISandData/COVID-19/issues/2322,New York Data Discrepancy 4-16-2020 and 4-17-2020,https://github.com/acsweet,[],open,2020-04-22 00:29:25+00:00,"data issue, duplicate",
2320,https://github.com/CSSEGISandData/COVID-19/pull/2320,"Replaced ""Virgin Islands, U.S."" with Virgin Islands",https://github.com/MelbourneDeveloper,[],open,2020-04-21 21:38:18+00:00,should be closed,
2319,https://github.com/CSSEGISandData/COVID-19/issues/2319,Incorrect data in time series for Spain in interval 2020-04-15 to 2020-04-19,https://github.com/javfg,[],open,2020-04-21 17:39:06+00:00,data issue,
2318,https://github.com/CSSEGISandData/COVID-19/issues/2318,Ongoing Problems with current US Time Series,https://github.com/DinsdalePiranha85,[],open,2020-04-21 14:09:54+00:00,data issue,
2316,https://github.com/CSSEGISandData/COVID-19/issues/2316,Multiple errors in recovered data for United Kingdom.,https://github.com/capahaddock,[],open,2020-04-21 10:14:01+00:00,data issue,
2315,https://github.com/CSSEGISandData/COVID-19/issues/2315,Errors in recovered data for Spain,https://github.com/capahaddock,[],open,2020-04-21 10:12:48+00:00,data issue,
2313,https://github.com/CSSEGISandData/COVID-19/issues/2313,Numbers of Plattform and CSV-Data differ,https://github.com/skYeYe85,[],open,2020-04-21 07:20:16+00:00,data issue,
2312,https://github.com/CSSEGISandData/COVID-19/pull/2312,Removed non-US rows from 4/18 and 4/19 daily US reports,https://github.com/joshterrill,[],open,2020-04-21 07:03:50+00:00,,
2310,https://github.com/CSSEGISandData/COVID-19/issues/2310,California people_tested decreases from 4/17 to 4/18 in csse_covid_19_daily_reports_us,https://github.com/davechristianson,[],open,2020-04-21 03:54:02+00:00,data issue,
2309,https://github.com/CSSEGISandData/COVID-19/issues/2309,Alignment between ArcGIS Feature Layer data and data displayed on dashboard,https://github.com/nanshanli,[],open,2020-04-21 03:36:21+00:00,,
2308,https://github.com/CSSEGISandData/COVID-19/issues/2308,Massachusetts County data not updated on 04-20-2020.csv,https://github.com/rahmatiangit,[],open,2020-04-21 03:31:14+00:00,data issue,
2307,https://github.com/CSSEGISandData/COVID-19/issues/2307,386 Missing US Counties As-Of 04-20-2020,https://github.com/kabronkline,[],open,2020-04-21 02:53:49+00:00,data issue,
2306,https://github.com/CSSEGISandData/COVID-19/issues/2306,Time Series Deaths-US - MA-ALL COUNTIES Identical Data for pairs of dates,https://github.com/ertalpey,[],open,2020-04-21 02:16:49+00:00,data issue,
2305,https://github.com/CSSEGISandData/COVID-19/issues/2305,Additional Countries in USA State-Level Data (csse_covid_19_daily_reports_us),https://github.com/Lucas-Czarnecki,[],open,2020-04-21 01:41:32+00:00,,
2304,https://github.com/CSSEGISandData/COVID-19/issues/2304,FIPS in California and Colorodo are truncated to 4 characters instead of 5 characters,https://github.com/pleiades7sol,[],open,2020-04-21 01:14:37+00:00,,
2300,https://github.com/CSSEGISandData/COVID-19/issues/2300,US Data 20/4,https://github.com/just2610,[],open,2020-04-21 00:11:19+00:00,,
2298,https://github.com/CSSEGISandData/COVID-19/issues/2298,Error in time-series global deaths,https://github.com/dMedinaO,[],open,2020-04-20 17:15:19+00:00,,
2297,https://github.com/CSSEGISandData/COVID-19/issues/2297,US County level values,https://github.com/boriskiefer,[],open,2020-04-20 16:20:19+00:00,,
2296,https://github.com/CSSEGISandData/COVID-19/pull/2296,Fix typos,https://github.com/bigtoga,[],open,2020-04-20 12:50:15+00:00,,
2295,https://github.com/CSSEGISandData/COVID-19/issues/2295,"Total deaths reported per day of week are odd, could mean bad data, swings of ~ +/- 20%",https://github.com/smorrell,[],open,2020-04-20 12:31:47+00:00,,
2294,https://github.com/CSSEGISandData/COVID-19/issues/2294,"getting ""number of people tested"" history statistics for all countries",https://github.com/janvda,[],open,2020-04-20 08:41:36+00:00,,
2293,https://github.com/CSSEGISandData/COVID-19/issues/2293,Looking for df_Counties2020.csv related to US Covid-19 JHU map,https://github.com/Pinkmei,[],open,2020-04-20 04:28:19+00:00,,
2291,https://github.com/CSSEGISandData/COVID-19/issues/2291,Mass Validation Project - Lots of issues found - Don't know best way to report / fix,https://github.com/Marcotte67,[],open,2020-04-20 01:25:13+00:00,,
2288,https://github.com/CSSEGISandData/COVID-19/issues/2288,Binary junk at start of 4/18/20 daily report file,https://github.com/datablox,[],open,2020-04-19 20:32:51+00:00,,
2287,https://github.com/CSSEGISandData/COVID-19/issues/2287,A question about missing FIPS in US,https://github.com/cpyic,[],open,2020-04-19 20:32:12+00:00,,
2286,https://github.com/CSSEGISandData/COVID-19/issues/2286,Absolute value vs Per million inhabitants value (New customize option),https://github.com/igll,[],open,2020-04-19 20:06:37+00:00,,
2285,https://github.com/CSSEGISandData/COVID-19/issues/2285,"> > > > > JOHN HOPKINS CSV WITH EXTRA DATA: ICU beds, ""Days Since"" region outbreak, Quarantine Date, and more < < < < <",https://github.com/rks125,[],open,2020-04-19 18:23:58+00:00,,
2284,https://github.com/CSSEGISandData/COVID-19/issues/2284,Incorrect Spanish Numbers,https://github.com/Covidgraphcom,[],open,2020-04-19 13:12:03+00:00,,
2283,https://github.com/CSSEGISandData/COVID-19/issues/2283,April 18 ● French confirmed cases are missing for metropolis,https://github.com/MartinFavier,[],open,2020-04-19 07:28:19+00:00,,
2282,https://github.com/CSSEGISandData/COVID-19/issues/2282,time_series_covid19_deaths_US.csv - New York City yesterday deaths is 0 and state New York only 55 ?,https://github.com/gbigliardi,[],open,2020-04-19 04:02:22+00:00,,
2281,https://github.com/CSSEGISandData/COVID-19/issues/2281,Confirmed Cases for Diamond Princess (Canada) are negative in time-series,https://github.com/Lucas-Czarnecki,[],open,2020-04-19 02:38:08+00:00,,
2279,https://github.com/CSSEGISandData/COVID-19/issues/2279,China Daily Recovery is Negative on 4/18/20,https://github.com/therealcyberlord,[],open,2020-04-19 02:02:18+00:00,,
2275,https://github.com/CSSEGISandData/COVID-19/issues/2275,Michigan Daily Report New Cases Reversed,https://github.com/DavidViral,[],open,2020-04-18 17:49:22+00:00,,
2274,https://github.com/CSSEGISandData/COVID-19/issues/2274,testing and hospitalization rates missing?!,https://github.com/yywong01,[],open,2020-04-18 15:10:32+00:00,,
2270,https://github.com/CSSEGISandData/COVID-19/issues/2270,France: still wrong numbers of confirmed cases (April 17),https://github.com/alfkoehn,[],open,2020-04-18 06:45:22+00:00,,
2269,https://github.com/CSSEGISandData/COVID-19/issues/2269,Santa Clara Case Data is incorrect,https://github.com/Elandry9840,[],open,2020-04-17 18:17:14+00:00,,
2267,https://github.com/CSSEGISandData/COVID-19/pull/2267,add R scripts to standardize column names for daily reports data,https://github.com/lgreski,[],open,2020-04-17 17:46:26+00:00,,
2266,https://github.com/CSSEGISandData/COVID-19/issues/2266,"For US, Dashboard does not display Wyoming in the TEST list  (right hand side)",https://github.com/d76d30dbl,[],open,2020-04-17 16:14:49+00:00,,
2265,https://github.com/CSSEGISandData/COVID-19/issues/2265,Some issues with cases and death numbers in time series,https://github.com/arnipluseinn,[],open,2020-04-17 14:59:39+00:00,,
2264,https://github.com/CSSEGISandData/COVID-19/issues/2264,"Add data from Spain ""autonomous communities"" (state/province), data source available",https://github.com/dportabella,[],open,2020-04-17 14:35:00+00:00,,
2262,https://github.com/CSSEGISandData/COVID-19/pull/2262,Change for issue #2261,https://github.com/elvey,[],open,2020-04-17 06:57:10+00:00,,
2260,https://github.com/CSSEGISandData/COVID-19/issues/2260,Longitude and latitude,https://github.com/msgoussi,[],open,2020-04-17 06:36:12+00:00,,
2259,https://github.com/CSSEGISandData/COVID-19/issues/2259,France: still wrong numbers of confirmed cases (April 16) + some of the old wrong numbers were fixed last night,https://github.com/alfkoehn,[],open,2020-04-17 04:29:45+00:00,,
2257,https://github.com/CSSEGISandData/COVID-19/issues/2257,INCORRECT DATA FOR New York Fatalities,https://github.com/lmirny,[],open,2020-04-17 01:16:38+00:00,,
2256,https://github.com/CSSEGISandData/COVID-19/issues/2256,Cases Where Count Goes Backwards By 10+ in a Day,https://github.com/MelbourneDeveloper,[],open,2020-04-17 01:07:12+00:00,,
2254,https://github.com/CSSEGISandData/COVID-19/issues/2254,France has FIPS,https://github.com/MelbourneDeveloper,[],open,2020-04-17 00:17:33+00:00,,
2253,https://github.com/CSSEGISandData/COVID-19/issues/2253,"Ontario, Canada Has 8,961 Cases",https://github.com/czdz,[],open,2020-04-17 00:14:47+00:00,,
2252,https://github.com/CSSEGISandData/COVID-19/issues/2252,Incorrect Confirmed Cases Portugal,https://github.com/f13arnabe,[],open,2020-04-16 23:28:02+00:00,,
2251,https://github.com/CSSEGISandData/COVID-19/issues/2251,Incorrect Confirmed Cases French Polynesia,https://github.com/MelbourneDeveloper,[],open,2020-04-16 22:39:52+00:00,,
2250,https://github.com/CSSEGISandData/COVID-19/issues/2250,Data missing for 26 Missouri counties,https://github.com/vpSundance,[],open,2020-04-16 21:32:56+00:00,,
